Geneid	Chr	Start	End	Strand	Length	cal_9a	cal_9b	cal_9c1	cal_9c2	cal_9d1	cal_9d2	spn_18a	spn_18b	spn_18c	spn_19ar	spn_19br	spn_19c	imp_3ba1	imp_3ba2	imp_3bb	imp_3bc	imp_3bd1	imp_3bd2r	heq_13a	heq_13bbr	heq_13c	heq_13d	heq_14a	heq_14b	heq_14ccr	lab_11a1	lab_11a2	lab_12a	lab_12b	lab_12c1	lab_12c2	rev_24a1r	rev_24a2	rev_24b1	rev_24b2	rev_25a1	rev_25a2	rev_25aaq3r
g17625	ptg000021l	47111248	47112993	-	1746	321	1440	697	1469	615	486	1305	1171	1173	2410	2281	2752	368	795	450	515	1489	1325	1230	3120	1166	1076	1631	1340	1646	498	178	549	1011	3425	4095	747	1585	12740	8942	708	887	1886
g17626	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	47158789;47159924;47172172;47173214;47173422;47173712;47174260	47159105;47160077;47172298;47173299;47173493;47173915;47174595	+;+;+;+;+;+;+	1296	704	2380	1162	2114	1007	913	1075	1228	1351	2479	2583	2343	1248	1855	877	1315	1760	2144	1877	3591	2351	1012	3103	1477	2307	716	332	893	955	1900	971	1319	3155	2203	1561	1592	1482	2399
g17627	ptg000021l;ptg000021l;ptg000021l;ptg000021l	47184416;47189295;47190083;47190436	47184517;47189339;47190313;47190645	+;+;+;+	588	2841	6425	4456	5397	3577	4087	4751	4402	5103	3660	3695	5138	2289	3345	2253	1692	3243	4927	4782	7427	6359	6158	4851	4197	13039	2434	1046	3893	2583	2890	2640	4784	13328	3874	2333	4464	2601	6354
g17628	ptg000021l;ptg000021l	47286801;47287328	47286989;47287540	+;+	402	12958	45404	20128	35051	27043	21800	10760	8999	14825	23522	26982	27096	18432	27463	11623	16244	41548	47209	37367	45528	31637	22052	34260	35670	44512	13759	4760	13627	16502	24131	21927	18266	48819	19110	12887	35471	33745	32236
g17629	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	47290607;47294301;47295202;47295495;47296263;47296570;47298553	47291506;47294536;47295404;47296176;47296437;47296992;47298726	-;-;-;-;-;-;-	2793	619	1905	880	1498	842	1010	1273	1102	1304	2058	1497	3247	540	1125	874	765	1142	1538	1434	3787	1174	1186	2813	752	2545	704	292	752	943	1445	1348	1332	2668	1872	1159	1387	1607	1458
g17630	ptg000021l;ptg000021l	47324543;47325390	47324855;47325685	+;+	609	641	3442	1477	2367	1194	1325	4079	3179	2268	2754	3278	7786	2536	3709	3376	2026	2779	4811	5560	10322	3964	1331	3986	5244	3574	1709	603	1775	2206	2398	3873	3204	5450	2305	1748	3478	1486	10597
g17631	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	47393225;47393648;47393989;47394214;47394432;47394656;47395475;47395765;47396006;47396243;47396482;47396804;47397123;47397726;47397922;47398111;47399043	47393293;47393899;47394133;47394323;47394551;47394859;47395684;47395839;47396152;47396381;47396591;47396965;47397340;47397807;47398026;47398215;47399222	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2433	182	1576	259	24017	3990	3416	8726	3474	11070	7397	16687	128	11652	8473	4662	792	817	3444	263	11780	269	339	3267	656	3796	1092	295	1917	2357	20948	1265	409	723	1256	1019	358	105	929
g17632	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	47402917;47403198;47407803;47408059;47409522	47403129;47403401;47407975;47408161;47409860	+;+;+;+;+	1032	0	0	0	0	0	0	0	0	0	41	0	29	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g17633	ptg000021l;ptg000021l;ptg000021l	47412419;47412614;47413003	47412517;47412900;47413279	-;-;-	663	5	1	9	18	11	10	4	3	3	315	11	460	18	16	1	2	0	0	36	478	11	15	17	0	164	0	4	8	1	4	2	192	354	70	57	74	68	403
g17634	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	47435379;47435660;47439200;47439456;47440893	47435591;47435863;47439372;47439558;47441231	+;+;+;+;+	1032	1	0	1	19	3	6	35	26	1	39	16	19	124	197	117	15	151	149	148	143	468	86	566	103	133	40	11	2	9	42	11	33	59	20	6	321	812	29
g17635	ptg000021l;ptg000021l;ptg000021l	47443735;47443926;47444315	47443833;47444212;47444591	-;-;-	663	1881	3605	701	1541	890	1707	3297	3324	2616	1224	3524	2425	1728	1831	1575	490	1311	3061	3868	4153	2336	5764	4650	3586	14356	3347	1399	4840	4047	5612	4532	7416	11844	4388	3042	3112	2191	17556
g17636	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	47506092;47506092;47506092;47506405;47506405;47507227;47507227;47507482;47517521;47556562;47556832;47557658;47557913;47557913;47558666;47558666	47506304;47506128;47506304;47506605;47506605;47507399;47507399;47507584;47517865;47556737;47557032;47557830;47558015;47558015;47559004;47559004	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2027	1154	1644	1185	4155	6694	3117	2739	2119	2475	3584	3276	2126	1972	2367	1697	1771	3485	5068	2184	4098	5328	2070	4220	4074	4840	2249	1062	4485	2938	13876	6847	2608	6307	2591	1841	12169	9522	7517
g17637	ptg000021l	47566631	47567683	+	1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
g17638	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	47596624;47596842;47597304;47597692;47597974	47596728;47597180;47597405;47597898;47597976	-;-;-;-;-	756	3	0	2	15	11	7	1	0	0	0	12	12	0	0	1	0	0	0	0	12	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	37	4	43
g17639	ptg000021l	47700506	47700913	-	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g17640	ptg000021l;ptg000021l;ptg000021l	47731772;47732079;47732902	47731984;47732279;47732916	+;+;+	429	7	9	64	32	27	18	26	3	12	10	2	0	16	37	12	19	92	79	1	16	41	18	69	25	123	4	2	0	11	18	17	68	60	5	12	257	215	131
g17641	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	47766474;47766781;47767604;47767859;47768601	47766686;47766981;47767776;47767961;47768939	+;+;+;+;+	1029	37	54	135	123	54	23	33	13	23	73	73	50	151	255	45	165	602	362	152	201	121	75	550	19	286	14	19	23	56	43	38	122	217	103	44	542	288	467
g17642	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	47894916;47902424;47903202;47903368;47903662	47895055;47902486;47903279;47903530;47903928	+;+;+;+;+	711	6556	21490	9909	18044	12547	9948	10681	8853	14611	18572	19127	22841	11690	15700	6992	9384	19192	18307	14059	34531	17761	11309	22832	14223	18303	7308	3088	8425	9905	17702	10813	15065	31220	20117	12675	16211	18029	19200
g17643	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	47906531;47906913;47907305;47908108;47908420;47908881	47906815;47907215;47907895;47908260;47908475;47909091	-;-;-;-;-;-	1599	63	483	56	8616	1834	1208	4135	1860	6832	3250	7082	40	3553	3069	2179	320	244	1252	28	3593	75	155	1303	25	1328	545	130	885	950	8964	446	186	285	572	608	106	77	764
g17644	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	47912207;47913047;47913322;47914233;47914871;47915380;47918385	47912573;47913213;47914134;47914469;47915302;47915841;47918588	-;-;-;-;-;-;-	2682	1550	5103	2466	4491	2396	2787	3229	2537	3265	5935	5346	7399	2775	4284	2807	3019	3751	6718	4095	10174	4330	3265	6648	3214	7082	2880	1208	2996	3165	4802	3648	4282	10917	3706	2363	3038	2983	6814
g17645	ptg000021l;ptg000021l;ptg000021l	48108816;48109607;48111273	48108890;48109936;48111728	-;-;-	861	61	65	10	36	51	4	24	32	1	284	43	5	13	20	6	36	267	121	251	18	69	1	96	152	1	1	0	0	2	24	8	5	0	43	0	100	100	0
g17646	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	48153342;48153342;48153342;48173863;48173911;48174367;48174367;48318136;48318136;48318136;48318539	48154715;48153617;48153389;48173910;48174594;48174594;48174594;48318310;48319461;48319461;48319461	+;+;+;+;+;+;+;+;+;+;+	3432	199411	227282	175184	262649	208157	182270	106890	100806	129000	252881	200541	329080	119548	195109	128553	245501	264656	311730	329409	448628	326954	309561	505002	277239	372851	97752	45834	94079	112591	226855	186129	246741	842332	321137	200808	382500	313733	584188
g17647	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	48430659;48437843;48437898;48438076;48438076;48438364;48438364;48438542;48438542	48430801;48437934;48437934;48438281;48438281;48438417;48438417;48438586;48438586	+;+;+;+;+;+;+;+;+	540	5370	16140	8867	13404	8850	6744	8180	8160	7159	11192	14615	27020	8168	14104	8081	8095	14922	21068	18363	35188	19903	12422	21165	17978	33231	7694	3723	7781	9892	13376	11448	20400	45363	13317	9739	15982	10259	35532
g17648	ptg000021l;ptg000021l;ptg000021l	48520135;48520569;48521580	48520482;48521129;48521741	+;+;+	1071	48450	29238	96988	27212	79918	42954	11424	9687	40509	32207	46424	80285	27323	36065	14756	33714	75377	121838	60864	107608	167608	46025	65733	97085	48219	12161	5277	10691	17273	18998	23951	53016	196455	18366	11912	272251	273693	20127
g17649	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	48525732;48526061;48534545;48534992;48535179;48535701;48536163;48571240	48525851;48526169;48534651;48535093;48535340;48535757;48536199;48571445	+;+;+;+;+;+;+;+	900	1866	3777	2103	3627	3049	2116	1968	1729	3485	4077	4252	6999	1948	3198	1548	2799	3990	4554	3188	8947	4389	2076	6367	2851	3936	1438	707	1529	2138	3991	2353	2284	5970	4831	2654	4896	5310	4065
g17650	ptg000021l;ptg000021l;ptg000021l	48574045;48574045;48574742	48574692;48574654;48576165	+;+;+	2072	4	3	3	6	4	13	6	6	0	10	9	13	0	2	0	11	7	1	0	13	0	6	3	0	13	0	2	2	0	0	4	10	3	0	2	0	5	4
g17651	ptg000021l	48574729	48576165	+	1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g17652	ptg000021l;ptg000021l	48660900;48661698	48661095;48662011	+;+	510	0	11	9	27	7	15	21	13	46	47	88	15	29	76	0	23	24	32	40	44	41	15	47	135	0	0	0	4	12	63	8	7	22	56	43	61	4	18
g17653	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	48662541;48662743;48662916;48663579;48663995;48664277;48667431;48668330;48668504;48669520;48669686;48680193;48680949;48681361;48684824	48662618;48662820;48663077;48663803;48664141;48664343;48667487;48668404;48668544;48669577;48669870;48680250;48681043;48681451;48684864	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1458	727	1113	996	1874	1663	1199	1216	1134	2134	2267	2250	1967	1178	1873	667	1196	1988	2343	2338	3145	2219	1866	3930	2430	4150	677	322	1026	1270	2390	1327	2037	4490	2536	1597	1914	1562	1671
g17654	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	48751718;48753290;48754090;48754748;48755119;48755780;48756133;48757562	48751795;48753472;48754301;48754911;48755277;48755832;48756273;48757639	+;+;+;+;+;+;+;+	1068	493	889	542	758	641	550	741	716	650	992	903	1386	466	935	437	507	1030	1228	1336	1852	1242	1299	1894	1030	2073	557	226	380	366	840	553	1942	3501	806	536	1566	1445	1251
g17655	ptg000021l;ptg000021l;ptg000021l	48760073;48760374;48760832	48760216;48760436;48761146	-;-;-	522	39	254	122	236	62	65	57	23	32	109	20	65	204	259	46	54	380	503	55	269	236	248	317	202	130	166	72	113	463	771	428	28	169	231	117	24	15	58
g17656	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	48847663;48850536;48850557;48851621;48851621;48851854;48851854	48847680;48851525;48851525;48851776;48851776;48852138;48852138	+;+;+;+;+;+;+	1449	620	1076	697	1105	823	663	760	794	784	1336	1336	1267	674	1100	468	551	1179	1441	1216	1941	1422	792	1621	1105	1562	508	235	698	591	937	505	1009	2785	953	836	1711	1836	1391
g17657	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	48894872;48895691;48896874;48898113;48899226	48895399;48895916;48897096;48898326;48899237	+;+;+;+;+	1203	1583	6140	3501	7563	4314	3421	3143	2173	4096	8368	5906	3890	3783	6130	2864	2900	3254	6129	5243	7673	7616	2970	12852	6879	3667	1644	989	1978	1876	7371	3053	4021	10972	5332	3685	6080	5019	2902
g17658	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	48910259;48910683;48910870;48912570;48913570	48910434;48910777;48911312;48912926;48913917	-;-;-;-;-	1419	4137	12724	5892	10593	6523	7506	9309	8800	13042	10436	9021	12929	7611	9340	5668	3760	7199	10578	8790	20540	8913	9322	13232	6556	21935	5939	2842	9822	6958	13298	11385	11220	14987	7283	4421	7606	9793	12311
g17659	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	48967966;48980856;48982508;48982757;48991821;48992940;48993140;48993285;48993459;49004731	48968457;48980884;48982574;48982814;48991913;48993054;48993187;48993330;48993529;49004770	+;+;+;+;+;+;+;+;+;+	1059	914	2668	1592	2195	1949	1480	1644	1401	1377	2927	2717	3144	1114	1969	1297	1398	1869	2963	2456	4258	3327	2334	4789	2365	6398	1528	634	1553	1576	3017	2057	3422	6642	2817	1707	2514	1503	3249
g17660	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	49068404;49068796;49069114;49069390;49069736;49070060;49071022;49071346	49068556;49068873;49069173;49069599;49069885;49070269;49071145;49071527	-;-;-;-;-;-;-;-	1167	292	1068	609	650	481	422	872	671	660	1392	2037	1197	658	1077	620	515	1458	2076	644	1855	1051	712	1204	680	1066	321	153	584	996	926	981	588	1519	769	525	1228	1256	808
g17661	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	49227883;49228755;49228896;49229077;49229208;49231866;49232042;49232671;49232889	49228317;49228800;49228974;49229122;49229306;49231934;49232372;49232816;49234331	+;+;+;+;+;+;+;+;+	2694	1803	5644	3331	4524	3810	3829	2834	2397	3033	6207	4663	5375	2115	4542	2907	3031	4747	9285	3703	7490	3703	3852	6558	3926	7220	1852	767	1967	1892	3172	3150	4583	10571	4217	3168	3945	3259	4411
g17662	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	49247679;49247910;49248380;49248536;49250529	49247773;49248028;49248432;49248591;49250565	-;-;-;-;-	360	4342	14956	9127	14876	7845	4912	4642	3381	8441	12250	14366	24850	7937	11418	3722	5834	10987	12271	8165	32787	15658	6956	14209	13470	13069	3948	1679	5498	8648	9202	6280	7818	21172	9481	6013	12837	17113	8177
g17663	ptg000021l;ptg000021l;ptg000021l	49257337;49258405;49258701	49257585;49258519;49258864	-;-;-	528	52	332	237	1163	450	175	326	161	586	859	1557	122	1283	1233	328	294	332	810	281	1405	134	128	742	831	341	101	35	162	323	1139	234	149	423	1418	799	350	350	143
g17664	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	49260642;49260642;49261534;49261534;49261727;49261931;49261931;49262710;49262710;49263105;49263105;49265280;49265280;49265441;49265441;49265738;49265738;49265972;49265972;49267038;49267038	49260790;49260790;49261643;49261643;49261852;49262018;49262018;49262830;49262830;49263177;49263177;49265343;49265343;49265652;49265652;49265802;49265802;49266050;49266050;49267150;49267150	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1200	1505	2707	1284	4252	3549	2774	2934	2942	6786	4583	6744	4339	4688	5158	2872	1862	2449	4383	2593	9027	3294	2883	4954	3306	9656	1797	666	3528	3054	8267	2524	4137	5990	6181	3659	2799	3825	3874
g17665	ptg000021l;ptg000021l;ptg000021l	49332670;49333064;49333264	49332984;49333177;49333359	-;-;-	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
g17666	ptg000021l	49333835	49334236	-	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g17667	ptg000021l	49426167	49426691	-	525	642	857	1728	997	880	175	42	44	87	388	866	179	1065	903	272	779	1909	1014	909	1244	1729	334	3461	1614	75	42	7	89	132	395	151	234	158	2050	1023	1224	5435	204
g17668	ptg000021l	49430099	49431154	-	1056	708	956	514	717	848	717	396	406	398	523	534	421	275	480	264	463	720	892	674	696	756	510	1145	930	1400	302	102	903	565	1016	986	851	1812	566	272	1030	1743	552
g17669	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	49446401;49447432;49448132;49448368;49448750;49449266;49450003;49450233;49450484;49450640;49450805;49451083;49451436;49451611;49454744;49456811;49457002;49458295;49458478;49458877	49446650;49447536;49448292;49448460;49448935;49449427;49450147;49450375;49450540;49450719;49450880;49451268;49451503;49451729;49454865;49456909;49457481;49458393;49458720;49458945	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2943	8704	17364	12429	17341	10627	10229	8093	7062	9099	22857	14591	19707	6387	13440	7255	10198	15267	24637	14503	26094	18021	8460	23745	14863	18896	6291	2691	6339	6755	14149	11108	18988	49306	15551	8774	19622	16640	15100
g17670	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	49459463;49460057;49466392;49469703;49474335;49474698	49459876;49460201;49466469;49469872;49474462;49474815	-;-;-;-;-;-	1053	389	1027	538	1537	753	676	625	601	865	1600	1373	1678	596	919	507	556	888	1030	1027	2274	1669	791	2195	1264	1498	655	218	785	1016	1373	900	970	2043	959	645	1359	1696	1534
g17671	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	49528916;49529549;49530219;49531467;49531986;49532490;49534786;49535021;49535238;49536812;49536960;49537592;49537887	49529053;49529596;49530344;49531808;49532085;49532535;49534879;49535092;49535296;49536880;49537011;49537669;49537964	+;+;+;+;+;+;+;+;+;+;+;+;+	1302	425	977	484	1288	704	552	786	676	1201	1354	1253	1291	760	1043	498	335	753	1326	898	2051	1432	692	1435	1620	3101	575	215	553	676	1529	711	2065	4508	1985	1273	1766	1586	2187
g17672	ptg000021l;ptg000021l	49543067;49543292	49543172;49543596	+;+	411	8998	39791	27362	30838	19250	14990	7035	6736	8821	22960	24866	57182	22573	31916	13334	21324	28133	35956	21228	79755	13417	15034	21944	25744	17595	14256	5963	11441	21627	15381	29374	22941	38000	23275	15184	11834	21095	25120
g17673	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	49545123;49546428;49546693;49547091;49547257;49548320	49545318;49546543;49546737;49547164;49547306;49548414	+;+;+;+;+;+	576	4358	6205	3598	4891	4876	3764	3116	2789	2871	6573	6008	7115	3273	5047	1978	4649	5996	6229	7644	10388	8428	5377	12456	6593	12262	2369	1186	2348	2309	3310	2621	9748	22163	4769	3093	11231	8613	4551
g17674	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	49600597;49600752;49602624;49629734;49629921;49630662;49632299;49632468	49600661;49600797;49602732;49629825;49629983;49630780;49632374;49632524	+;+;+;+;+;+;+;+	627	2326	6469	3768	6795	3873	2785	2828	2142	4028	7314	8208	6653	4248	5234	3777	4942	5671	6940	7737	10901	9913	4747	11428	7647	9087	2528	1125	2933	3358	7062	3855	6890	14220	7501	4004	12359	10834	9562
g17675	ptg000021l;ptg000021l	49658520;49661473	49660022;49661919	-;-	1950	265	1067	552	1126	587	383	406	263	384	1117	913	389	261	457	258	428	384	696	129	650	522	269	461	482	773	521	190	502	500	1068	863	276	486	414	255	764	667	313
g17676	ptg000021l	49670856	49671197	+	342	27	5	0	11	2	20	22	15	68	40	35	940	65	34	2	2	55	79	128	1005	156	73	88	19	1053	63	70	303	31	106	105	26	2	118	78	27	69	528
g17677	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	49756427;49758834;49759664;49761045;49761622	49756778;49759578;49759907;49761107;49761723	+;+;+;+;+	1506	931	2050	1303	2472	1349	1317	1105	986	1300	2245	2667	2941	1547	2099	1380	1234	2681	3219	3139	4488	2589	2083	4462	2660	3324	1230	484	1083	1016	1770	1451	2882	6472	3225	2255	4443	5062	6391
g17678	ptg000021l	49775447	49775731	+	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g17679	ptg000021l;ptg000021l	49882324;49883530	49883442;49883565	+;+	1155	967	2725	1549	1921	1519	1290	1006	969	902	2034	1492	2428	985	1751	975	1432	1745	2399	2433	3413	2279	1518	3721	2365	3967	1162	499	1210	945	1600	1428	2982	7003	1965	1151	2304	1507	2331
g17680	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	49886133;49886133;49887310;49887310;49888502;49888502;49888674;49888674;49891771;49891771;49892421;49892421;49892585;49892585;49893368;49893368;49893507;49893507;49899205;49899205;49900365;49900365;49911542;49911542;49911786;49911786;49912712;49912712	49886305;49886305;49887397;49887397;49888552;49888552;49888775;49888775;49892028;49892028;49892500;49892500;49892707;49892704;49893398;49893398;49893582;49893582;49899239;49899239;49900482;49900482;49911699;49911699;49911907;49911907;49912865;49912865	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1569	300	1043	680	982	585	769	732	678	722	1144	1035	1291	271	779	559	689	813	1320	740	1562	842	769	1690	1043	1760	536	271	565	460	1093	1024	1372	2396	1194	798	851	586	1158
g17681	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	49966543;49967165;49971842;49972115;49972614	49966677;49967833;49972030;49972203;49972833	+;+;+;+;+	1302	3420	8741	4390	5911	6348	5036	4127	3911	6246	8400	4158	4782	2456	4798	1131	2206	2388	4240	5680	7238	6327	5481	8848	7005	10903	3137	1335	3531	3849	7141	4246	9763	22176	6933	4056	8757	7410	6706
g17682	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	49973864;49974076;49976888;49977421;49983763;49984471;49984696	49973968;49974165;49976995;49977575;49983898;49984581;49984746	-;-;-;-;-;-;-	756	513	1111	683	1212	707	492	530	531	851	885	1030	1206	835	1199	269	510	1298	1352	814	2041	1435	530	1504	1088	1435	377	142	410	630	949	510	830	1762	979	553	1153	1547	1016
