	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g23427	WRKY16	921	2	3.71E-171	82.03	4	P:GO:0006355; F:GO:0003700; F:GO:0043565; C:GO:0005634	P:regulation of DNA-templated transcription; F:DNA-binding transcription factor activity; F:sequence-specific DNA binding; C:nucleus			G3DSA:2.20.25.80:FF:000003 (FUNFAM); IPR036576 (G3DSA:2.20.25.GENE3D); IPR003657 (PFAM); IPR044810 (PANTHER); IPR003657 (PROSITE_PROFILES); IPR036576 (SUPERFAMILY)	P:GO:0006355; F:GO:0003700; F:GO:0043565	P:regulation of DNA-templated transcription; F:DNA-binding transcription factor activity; F:sequence-specific DNA binding
true	[INTERPRO, BLASTED, ANNOTATED]	g23428	uncharacterized protein LOC127813570	363	1	7.94E-56	90.27	1	P:GO:0006355	P:regulation of DNA-templated transcription			IPR044660 (PANTHER); IPR044549 (CDD)	P:GO:0006355	P:regulation of DNA-templated transcription
true	[INTERPRO, BLASTED, ANNOTATED]	g23429	putative ubiquitin-conjugating enzyme E2 38	867	1	1.38E-180	93.06	1	F:GO:0061631	F:ubiquitin conjugating enzyme activity			IPR016135 (G3DSA:3.10.110.GENE3D); IPR000608 (PFAM); PTHR46116 (PANTHER); IPR000608 (PROSITE_PROFILES); IPR016135 (SUPERFAMILY)	F:GO:0061631	F:ubiquitin conjugating enzyme activity
true	[INTERPRO, BLASTED]	g23430	LOW QUALITY PROTEIN: stachyose synthase	2595	1	0.0	96.76						Coil (COILS); IPR008811 (PFAM); IPR008811 (PANTHER); IPR017853 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g23431	hypothetical protein F0562_000751	2649	19	4.4E-253	88.45	4	P:GO:0010019; P:GO:0031930; F:GO:0005515; C:GO:0009507	P:chloroplast-nucleus signaling pathway; P:mitochondria-nucleus signaling pathway; F:protein binding; C:chloroplast			G3DSA:1.25.40.10:FF:000980 (FUNFAM); G3DSA:1.25.40.10:FF:000581 (FUNFAM); IPR002885 (PFAM); IPR002885 (PFAM); IPR033443 (PFAM); IPR002885 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR036063 (G3DSA:3.30.1370.GENE3D); IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (NCBIFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR47447 (PANTHER); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR002625 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY); IPR036063 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, ANNOTATED]	g23432	uncharacterized protein LOC127810201 isoform X1	1089	1	2.71E-267	96.96	1	F:GO:0020037	F:heme binding			IPR019020 (PFAM); G3DSA:2.60.40.1190 (GENE3D); PTHR36044 (PANTHER); cd00241 (CDD)	F:GO:0020037	F:heme binding
true	[INTERPRO, BLASTED, ANNOTATED]	g23433	ribonucleases P/MRP protein subunit POP1 isoform X1	5238	3	2.51E-252	80.98	3	P:GO:0001682; C:GO:0000172; C:GO:0005655	P:tRNA 5'-leader removal; C:ribonuclease MRP complex; C:nucleolar ribonuclease P complex			IPR039182 (PANTHER)	P:GO:0001682; P:GO:0008033; C:GO:0000172; C:GO:0005655	P:tRNA 5'-leader removal; P:tRNA processing; C:ribonuclease MRP complex; C:nucleolar ribonuclease P complex
true	[INTERPRO, BLASTED, ANNOTATED]	g23434	peptidyl-prolyl cis-trans isomerase CYP21-3, mitochondrial-like	720	1	5.11E-163	97.49	2	P:GO:0000413; F:GO:0003755	P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity			IPR002130 (PRINTS); IPR002130 (PFAM); IPR029000 (G3DSA:2.40.100.GENE3D); PTHR47269 (PANTHER); IPR002130 (PROSITE_PROFILES); cd00317 (CDD); IPR029000 (SUPERFAMILY)	P:GO:0000413; F:GO:0003755	P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity
true	[INTERPRO, BLASTED, ANNOTATED]	g23435	pentatricopeptide repeat-containing protein At1g02370, mitochondrial-like	1482	1	0.0	96.36	2	F:GO:0005515; C:GO:0005739	F:protein binding; C:mitochondrion			G3DSA:1.25.40.10:FF:000618 (FUNFAM); G3DSA:1.25.40.10:FF:000385 (FUNFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (NCBIFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (PFAM); PTHR45717 (PANTHER); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY)	F:GO:0005515; C:GO:0005739	F:protein binding; C:mitochondrion
true	[INTERPRO, BLASTED, ANNOTATED]	g23436	proline-rich receptor-like protein kinase PERK3	2199	1	0.0	96.86	3	P:GO:0006468; F:GO:0004672; F:GO:0005524	P:protein phosphorylation; F:protein kinase activity; F:ATP binding			G3DSA:3.30.200.20:FF:000299 (FUNFAM); G3DSA:1.10.510.10:FF:000051 (FUNFAM); IPR001245 (PFAM); G3DSA:3.30.200.20 (GENE3D); PF23180 (PFAM); G3DSA:1.10.510.10 (GENE3D); PIRSR037393-1 (PIRSR); PIRSR000550-1 (PIRSR); PIRSR000628-1 (PIRSR); PIRSR000636-2 (PIRSR); PIRSR628788-2 (PIRSR); PIRSR037014-1 (PIRSR); PIRSR037993-1 (PIRSR); PIRSR038165-51 (PIRSR); PIRSR637770-2 (PIRSR); PIRSR037281-2 (PIRSR); PIRSR630616-2 (PIRSR); PIRSR000660-2 (PIRSR); PIRSR037921-2 (PIRSR); PIRSR620777-50 (PIRSR); PIRSR000552-2 (PIRSR); PIRSR000624-2 (PIRSR); PIRSR000619-1 (PIRSR); PIRSR000632-2 (PIRSR); PIRSR000661-50 (PIRSR); PIRSR000620-2 (PIRSR); PIRSR500947-51 (PIRSR); PIRSR000631-1 (PIRSR); PIRSR037568-1 (PIRSR); PIRSR000666-1 (PIRSR); PIRSR038172-1 (PIRSR); PIRSR000617-2 (PIRSR); PIRSR038172-2 (PIRSR); PIRSR038189-1 (PIRSR); PIRSR000666-2 (PIRSR); PIRSR000556-1 (PIRSR); PIRSR000605-50 (PIRSR); PIRSR037921-1 (PIRSR); PIRSR000559-1 (PIRSR); PIRSR000632-1 (PIRSR); PIRSR000636-1 (PIRSR); PIRSR000604-1 (PIRSR); PIRSR037393-2 (PIRSR); PIRSR500951-1 (PIRSR); PIRSR000559-2 (PIRSR); PIRSR000556-2 (PIRSR); PIRSR000605-51 (PIRSR); PIRSR500948-1 (PIRSR); PIRSR000620-1 (PIRSR); PIRSR000604-2 (PIRSR); PIRSR500950-50 (PIRSR); PIRSR630616-3 (PIRSR); PIRSR620777-51 (PIRSR); PIRSR000628-2 (PIRSR); PIRSR000554-1 (PIRSR); PIRSR000552-1 (PIRSR); PIRSR000617-1 (PIRSR); PIRSR000661-51 (PIRSR); PIRSR038189-2 (PIRSR); PIRSR037281-3 (PIRSR); PIRSR500947-50 (PIRSR); PIRSR000660-1 (PIRSR); PIRSR628788-1 (PIRSR); PIRSR037993-2 (PIRSR); PIRSR000624-1 (PIRSR); PIRSR500948-2 (PIRSR); PIRSR500950-51 (PIRSR); PIRSR630220-1 (PIRSR); PIRSR000551-50 (PIRSR); PIRSR000619-2 (PIRSR); PIRSR500951-2 (PIRSR); PIRSR630616-1 (PIRSR); PIRSR600239-51 (PIRSR); PIRSR000551-51 (PIRSR); PIRSR038165-50 (PIRSR); PIRSR037281-1 (PIRSR); PIRSR637770-1 (PIRSR); PIRSR630220-2 (PIRSR); PIRSR000606-51 (PIRSR); PTHR47989 (PANTHER); IPR008271 (PROSITE_PATTERNS); IPR017441 (PROSITE_PATTERNS); IPR000719 (PROSITE_PROFILES); cd14066 (CDD); IPR011009 (SUPERFAMILY)	P:GO:0006468; F:GO:0004672; F:GO:0005524	P:protein phosphorylation; F:protein kinase activity; F:ATP binding
true	[INTERPRO, BLASTED, ANNOTATED]	g23437	uncharacterized protein LOC127804021 isoform X1	1782	1	0.0	96.49	2	P:GO:0006338; C:GO:0031011	P:chromatin remodeling; C:Ino80 complex			Coil (COILS); Coil (COILS); IPR006880 (PFAM); IPR007529 (PFAM); IPR029523 (PANTHER); cd23021 (CDD)	P:GO:0006338; C:GO:0031011	P:chromatin remodeling; C:Ino80 complex
true	[INTERPRO, BLASTED, ANNOTATED]	g23438	ATP-dependent Clp protease proteolytic subunit 5, chloroplastic-like	909	1	7.01E-199	94.37	5	P:GO:0006515; F:GO:0004176; F:GO:0004252; F:GO:0051117; C:GO:0009368	P:protein quality control for misfolded or incompletely synthesized proteins; F:ATP-dependent peptidase activity; F:serine-type endopeptidase activity; F:ATPase binding; C:endopeptidase Clp complex			IPR001907 (PRINTS); G3DSA:3.90.226.10:FF:000014 (FUNFAM); IPR023562 (PFAM); NF009205 (NCBIFAM); G3DSA:3.90.226.10 (GENE3D); NF001368 (NCBIFAM); IPR023562 (PANTHER); IPR018215 (PROSITE_PATTERNS); IPR033135 (PROSITE_PATTERNS); IPR001907 (HAMAP); IPR001907 (CDD); IPR029045 (SUPERFAMILY)	P:GO:0006508; P:GO:0006515; F:GO:0004176; F:GO:0004252; F:GO:0051117; C:GO:0009368	P:proteolysis; P:protein quality control for misfolded or incompletely synthesized proteins; F:ATP-dependent peptidase activity; F:serine-type endopeptidase activity; F:ATPase binding; C:endopeptidase Clp complex
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g23439	probable WRKY transcription factor 69	771	2	2.74E-155	96.68	4	P:GO:0006355; F:GO:0000976; F:GO:0003700; C:GO:0005634	P:regulation of DNA-templated transcription; F:transcription cis-regulatory region binding; F:DNA-binding transcription factor activity; C:nucleus			G3DSA:2.20.25.80:FF:000004 (FUNFAM); IPR003657 (PFAM); IPR036576 (G3DSA:2.20.25.GENE3D); IPR044810 (PANTHER); IPR003657 (PROSITE_PROFILES); IPR036576 (SUPERFAMILY)	P:GO:0006355; F:GO:0000976; F:GO:0003700; F:GO:0043565; C:GO:0005634	P:regulation of DNA-templated transcription; F:transcription cis-regulatory region binding; F:DNA-binding transcription factor activity; F:sequence-specific DNA binding; C:nucleus
true	[INTERPRO, BLASTED]	g23440	uncharacterized protein LOC127790799	858	1	1.27E-179	95.79						PTHR37172 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	g23441	transcription factor GRAS1	1743	2	0.0	94.24						IPR005202 (PFAM); IPR005202 (PANTHER); IPR005202 (PROSITE_PROFILES)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g23442	histone-lysine N-methyltransferase EZA1 isoform X2	10368	15	2.87E-152	88.2	5	P:GO:0031507; P:GO:0032259; F:GO:0003682; F:GO:0046976; C:GO:0005634	P:heterochromatin formation; P:methylation; F:chromatin binding; F:histone H3K27 methyltransferase activity; C:nucleus	EC:2.1.1	Transferring one-carbon groups	IPR045318 (PANTHER)	P:GO:0006338; P:GO:0031507; F:GO:0003682; F:GO:0042054; F:GO:0046976; C:GO:0005634	P:chromatin remodeling; P:heterochromatin formation; F:chromatin binding; F:histone methyltransferase activity; F:histone H3K27 methyltransferase activity; C:nucleus
true	[INTERPRO, BLASTED, ANNOTATED]	g23443	protein trichome birefringence-like 6	1614	1	0.0	96.08	2	F:GO:0016413; C:GO:0005794	F:O-acetyltransferase activity; C:Golgi apparatus			IPR026057 (PFAM); IPR025846 (PFAM); IPR029962 (PANTHER)	F:GO:0016413; F:GO:0016740; C:GO:0005794	F:O-acetyltransferase activity; F:transferase activity; C:Golgi apparatus
true	[INTERPRO, BLASTED, ANNOTATED]	g23444	uncharacterized protein LOC127793559	987	1	7.29E-228	97.26	1	C:GO:0005783	C:endoplasmic reticulum			G3DSA:2.120.10.30:FF:000089 (FUNFAM); IPR011042 (G3DSA:2.120.10.GENE3D); IPR053224 (PANTHER); SSF63829 (SUPERFAMILY)	C:GO:0005783	C:endoplasmic reticulum
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g23445	cytochrome c oxidase subunit 5C-2	192	20	1.26E-36	97.78	1	C:GO:0005743	C:mitochondrial inner membrane			IPR008432 (PIRSF); IPR008432 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	g23446	uncharacterized protein LOC127793587	645	1	1.06E-129	89.25						PTHR35702 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	g23447	calvin cycle protein CP12-1, chloroplastic-like	393	1	5.81E-79	94.62	2	P:GO:0080153; C:GO:0009507	P:negative regulation of reductive pentose-phosphate cycle; C:chloroplast			PF02672 (PFAM); PIRSR639314-50 (PIRSR); IPR039314 (PANTHER)	P:GO:0080153; C:GO:0009507	P:negative regulation of reductive pentose-phosphate cycle; C:chloroplast
true	[INTERPRO, BLASTED, ANNOTATED]	g23448	bZIP transcription factor 53	438	1	2.42E-90	97.93	4	P:GO:0045893; F:GO:0000976; F:GO:0003700; C:GO:0005634	P:positive regulation of DNA-templated transcription; F:transcription cis-regulatory region binding; F:DNA-binding transcription factor activity; C:nucleus			Coil (COILS); Coil (COILS); G3DSA:1.20.5.170:FF:000020 (FUNFAM); IPR004827 (PFAM); G3DSA:1.20.5.170 (GENE3D); PTHR45764 (PANTHER); IPR004827 (PROSITE_PATTERNS); IPR004827 (PROSITE_PROFILES); IPR045314 (CDD); IPR046347 (SUPERFAMILY)	P:GO:0006355; P:GO:0045893; F:GO:0000976; F:GO:0003700; C:GO:0005634	P:regulation of DNA-templated transcription; P:positive regulation of DNA-templated transcription; F:transcription cis-regulatory region binding; F:DNA-binding transcription factor activity; C:nucleus
true	[INTERPRO, NO-BLAST]	g23449	-	255									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g23450	DNA replication licensing factor MCM7	2160	20	0.0	97.23	12	P:GO:0000727; P:GO:0006270; P:GO:0006271; F:GO:0003697; F:GO:0005524; F:GO:0009378; F:GO:0016887; F:GO:0036121; F:GO:0061749; F:GO:1990518; C:GO:0000347; C:GO:0042555	P:double-strand break repair via break-induced replication; P:DNA replication initiation; P:DNA strand elongation involved in DNA replication; F:single-stranded DNA binding; F:ATP binding; F:four-way junction helicase activity; F:ATP hydrolysis activity; F:double-stranded DNA helicase activity; F:forked DNA-dependent helicase activity; F:single-stranded 3'-5' DNA helicase activity; C:THO complex; C:MCM complex	EC:3.6.4.12; EC:5.6.2.4; EC:3.6.1.15	DNA helicase; DNA 3'-5' helicase; nucleoside-triphosphate phosphatase	IPR001208 (PRINTS); IPR008050 (PRINTS); G3DSA:2.20.28.10:FF:000004 (FUNFAM); G3DSA:3.40.50.300:FF:000835 (FUNFAM); G3DSA:3.30.1640.10:FF:000013 (FUNFAM); IPR012340 (G3DSA:2.40.50.GENE3D); G3DSA:3.30.1640.10 (GENE3D); IPR041562 (PFAM); IPR033762 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR001208 (PFAM); PF24901 (PFAM); G3DSA:2.20.28.10 (GENE3D); IPR027925 (PFAM); IPR031327 (PANTHER); IPR018525 (PROSITE_PATTERNS); IPR001208 (PROSITE_PROFILES); IPR008050 (CDD); IPR027417 (SUPERFAMILY); IPR012340 (SUPERFAMILY)	P:GO:0000727; P:GO:0006260; P:GO:0006268; P:GO:0006270; P:GO:0006271; F:GO:0003677; F:GO:0003678; F:GO:0003697; F:GO:0005524; F:GO:0017116; C:GO:0005634; C:GO:0042555	P:double-strand break repair via break-induced replication; P:DNA replication; P:obsolete DNA unwinding involved in DNA replication; P:DNA replication initiation; P:DNA strand elongation involved in DNA replication; F:DNA binding; F:DNA helicase activity; F:single-stranded DNA binding; F:ATP binding; F:single-stranded DNA helicase activity; C:nucleus; C:MCM complex
true	[INTERPRO, BLASTED, ANNOTATED]	g23451	uncharacterized protein LOC127795031	5163	1	0.0	97.5	5	P:GO:0006357; P:GO:0007010; P:GO:0008360; F:GO:0005515; C:GO:0005634	P:regulation of transcription by RNA polymerase II; P:cytoskeleton organization; P:regulation of cell shape; F:protein binding; C:nucleus			G3DSA:2.130.10.10:FF:000606 (FUNFAM); G3DSA:2.130.10.10:FF:000403 (FUNFAM); IPR001487 (PFAM); IPR015943 (G3DSA:2.130.10.GENE3D); IPR015943 (G3DSA:2.130.10.GENE3D); IPR001680 (PFAM); IPR015943 (G3DSA:2.130.10.GENE3D); IPR052060 (PANTHER); IPR019775 (PROSITE_PATTERNS); IPR001680 (PROSITE_PROFILES); PS50294 (PROSITE_PROFILES); IPR001680 (PROSITE_PROFILES); IPR001680 (PROSITE_PROFILES); IPR001680 (PROSITE_PROFILES); PS50294 (PROSITE_PROFILES); PS50294 (PROSITE_PROFILES); cd00200 (CDD); IPR036427 (SUPERFAMILY); IPR036322 (SUPERFAMILY)	P:GO:0006357; P:GO:0007010; P:GO:0008360; F:GO:0005515; C:GO:0005634	P:regulation of transcription by RNA polymerase II; P:cytoskeleton organization; P:regulation of cell shape; F:protein binding; C:nucleus
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g23452	CTP-dependent diacylglycerol kinase	393	16	3.25E-34	78.79	1	F:GO:0016301	F:kinase activity	EC:2.7	Transferring phosphorus-containing groups	PTHR37194 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g23453	CTP-dependent diacylglycerol kinase	261	16	5.84E-35	78.79	1	F:GO:0016301	F:kinase activity	EC:2.7	Transferring phosphorus-containing groups	PTHR37194 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	g23454	DNA mismatch repair protein MSH6	3897	1	0.0	94.54	5	P:GO:0006298; F:GO:0005524; F:GO:0030983; F:GO:0140664; C:GO:0005634	P:mismatch repair; F:ATP binding; F:mismatched DNA binding; F:ATP-dependent DNA damage sensor activity; C:nucleus			Coil (COILS); G3DSA:1.10.1420.10:FF:000005 (FUNFAM); G3DSA:3.40.50.300:FF:001885 (FUNFAM); G3DSA:3.40.1170.10:FF:000002 (FUNFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR016151 (G3DSA:3.40.1170.GENE3D); IPR007695 (PFAM); IPR007861 (PFAM); IPR036678 (G3DSA:3.30.420.GENE3D); NF003810 (NCBIFAM); G3DSA:1.10.1420.10 (GENE3D); G3DSA:2.30.30.140 (GENE3D); IPR007696 (PFAM); IPR007860 (PFAM); G3DSA:1.10.1420.10 (GENE3D); IPR000432 (PFAM); IPR017261 (PIRSF); IPR045076 (PANTHER); cd20404 (CDD); IPR036187 (SUPERFAMILY); IPR027417 (SUPERFAMILY); IPR036678 (SUPERFAMILY); IPR016151 (SUPERFAMILY)	P:GO:0006298; F:GO:0003690; F:GO:0005524; F:GO:0030983; F:GO:0140664; C:GO:0005634	P:mismatch repair; F:double-stranded DNA binding; F:ATP binding; F:mismatched DNA binding; F:ATP-dependent DNA damage sensor activity; C:nucleus
true	[INTERPRO, BLASTED, ANNOTATED]	g23455	uncharacterized protein LOC127808173	699	1	6.74E-155	95.69	4	P:GO:0016567; F:GO:0004842; F:GO:0008270; C:GO:0016020	P:protein ubiquitination; F:ubiquitin-protein transferase activity; F:zinc ion binding; C:membrane			G3DSA:3.30.40.10:FF:000318 (FUNFAM); IPR013083 (G3DSA:3.30.40.GENE3D); IPR011016 (PFAM); IPR022143 (PFAM); IPR033275 (PANTHER); IPR011016 (PROSITE_PROFILES); cd16495 (CDD); SSF57850 (SUPERFAMILY)	P:GO:0016567; F:GO:0004842; F:GO:0008270; C:GO:0016020	P:protein ubiquitination; F:ubiquitin-protein transferase activity; F:zinc ion binding; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g23456	ABC transporter I family member 1	684	20	2.45E-155	97.57	5	P:GO:0017004; P:GO:0055085; F:GO:0005524; F:GO:0016887; F:GO:0022857	P:cytochrome complex assembly; P:transmembrane transport; F:ATP binding; F:ATP hydrolysis activity; F:transmembrane transporter activity	EC:3.6.1.15	nucleoside-triphosphate phosphatase	IPR003439 (PFAM); IPR005895 (NCBIFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR005895 (PANTHER); IPR003439 (PROSITE_PROFILES); IPR027417 (SUPERFAMILY)	P:GO:0017004; F:GO:0005524; F:GO:0016887; F:GO:0022857	P:cytochrome complex assembly; F:ATP binding; F:ATP hydrolysis activity; F:transmembrane transporter activity
true	[INTERPRO, BLASTED]	g23457	uncharacterized protein LOC127812677	597	1	8.44E-122	93.03						IPR025322 (PFAM); PTHR33052 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	g23458	probable beta-D-xylosidase 2	2358	1	0.0	97.71	4	P:GO:0031222; P:GO:0045493; F:GO:0009044; F:GO:0046556	P:arabinan catabolic process; P:xylan catabolic process; F:xylan 1,4-beta-xylosidase activity; F:alpha-L-arabinofuranosidase activity			IPR001764 (PRINTS); G3DSA:3.20.20.300:FF:000004 (FUNFAM); G3DSA:3.40.50.1700:FF:000001 (FUNFAM); IPR002772 (PFAM); IPR036962 (G3DSA:3.20.20.GENE3D); IPR036881 (G3DSA:3.40.50.GENE3D); IPR001764 (PFAM); IPR026891 (PFAM); IPR013783 (G3DSA:2.60.40.GENE3D); IPR044993 (PANTHER); IPR036881 (SUPERFAMILY); IPR017853 (SUPERFAMILY)	P:GO:0005975; P:GO:0031222; P:GO:0045493; F:GO:0004553; F:GO:0009044; F:GO:0046556	P:carbohydrate metabolic process; P:arabinan catabolic process; P:xylan catabolic process; F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:xylan 1,4-beta-xylosidase activity; F:alpha-L-arabinofuranosidase activity
true	[INTERPRO, BLASTED, ANNOTATED]	g23459	uncharacterized protein LOC127792380	1695	1	0.0	95.57	1	F:GO:0005515	F:protein binding			IPR036869 (G3DSA:1.10.287.GENE3D); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR46816 (PANTHER); IPR001623 (CDD); IPR036869 (SUPERFAMILY); IPR011990 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED]	g23460	BRCT domain-containing protein At4g02110	3519	1	0.0	93.14						IPR036420 (G3DSA:3.40.50.GENE3D); IPR001357 (PFAM); IPR001357 (PFAM); IPR013083 (G3DSA:3.30.40.GENE3D); IPR036420 (G3DSA:3.40.50.GENE3D); IPR036420 (G3DSA:3.40.50.GENE3D); IPR044254 (PANTHER); IPR019787 (PROSITE_PROFILES); IPR001357 (PROSITE_PROFILES); IPR001357 (PROSITE_PROFILES); cd17738 (CDD); IPR036420 (SUPERFAMILY); IPR011011 (SUPERFAMILY); IPR036420 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	g23461	phospholipase A1 PLIP2, chloroplastic-like isoform X2	2238	2	0.0	91.83	2	P:GO:0006629; F:GO:0008970	P:lipid metabolic process; F:phospholipase A1 activity			Coil (COILS); Coil (COILS); IPR029058 (G3DSA:3.40.50.GENE3D); IPR002921 (PFAM); IPR043367 (PANTHER); cd00519 (CDD); IPR029058 (SUPERFAMILY)	P:GO:0006629; F:GO:0008970	P:lipid metabolic process; F:phospholipase A1 activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g23462	transcription initiation factor TFIID subunit 13	387	20	8.23E-83	94.61	3	P:GO:0006366; F:GO:0046982; C:GO:0005634	P:transcription by RNA polymerase II; F:protein heterodimerization activity; C:nucleus			Coil (COILS); G3DSA:1.10.20.10:FF:000042 (FUNFAM); IPR003195 (PFAM); IPR009072 (G3DSA:1.10.20.GENE3D); IPR003195 (PANTHER); cd07978 (CDD); IPR009072 (SUPERFAMILY)	P:GO:0006366; F:GO:0046982	P:transcription by RNA polymerase II; F:protein heterodimerization activity
true	[INTERPRO, BLASTED]	g23463	transcription factor Y1-like	1134	1	9.49E-226	91.16						G3DSA:1.10.10.60:FF:000121 (FUNFAM); G3DSA:1.10.10.60 (GENE3D); G3DSA:1.10.10.60 (GENE3D); IPR001005 (PFAM); IPR015495 (PANTHER); IPR001005 (PROSITE_PROFILES); IPR017930 (PROSITE_PROFILES); IPR017930 (PROSITE_PROFILES); IPR001005 (PROSITE_PROFILES); IPR001005 (CDD); IPR001005 (CDD); IPR009057 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	g23464	uncharacterized protein LOC127803061	3492	1	5.31E-141	96.48						PTHR35717 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	g23465	uncharacterized protein LOC127803074	1182	1	5.07E-255	95.73						IPR012442 (PFAM); PTHR33095 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g23466	uncharacterized protein LOC127808675	1689	20	0.0	95.13	6	P:GO:0006541; P:GO:0019856; P:GO:0044210; F:GO:0003883; F:GO:0005524; F:GO:0042802	P:glutamine metabolic process; P:pyrimidine nucleobase biosynthetic process; P:'de novo' CTP biosynthetic process; F:CTP synthase activity; F:ATP binding; F:identical protein binding	EC:6.3.4.2	CTP synthase (glutamine hydrolyzing)	G3DSA:3.40.50.880:FF:000012 (FUNFAM); G3DSA:3.40.50.300:FF:000305 (FUNFAM); IPR027417 (G3DSA:3.40.50.GENE3D); NF003792 (NCBIFAM); IPR029062 (G3DSA:3.40.50.GENE3D); IPR004468 (NCBIFAM); IPR017926 (PFAM); IPR017456 (PFAM); IPR004468 (PANTHER); IPR004468 (HAMAP); PS51273 (PROSITE_PROFILES); IPR033828 (CDD); IPR017456 (CDD); IPR027417 (SUPERFAMILY); IPR029062 (SUPERFAMILY)	P:GO:0006221; P:GO:0006241; P:GO:0019856; F:GO:0003883; F:GO:0042802	P:pyrimidine nucleotide biosynthetic process; P:CTP biosynthetic process; P:pyrimidine nucleobase biosynthetic process; F:CTP synthase activity; F:identical protein binding
